Département,Numéro Circonscription,Numéro Panneau,Nom,Prénom,Civilité,Nuance Ministère,Nuance agrégée par Le Monde,Parti agrégé par Le Monde
017,03,11,ELMAYAN,Lorys,Mme,ECO,div.,divers inclassable
017,03,10,BARUSSEAU,Fabrice,M.,DVG,FGR,Fédération de la gauche républicaine
017,03,12,PINEAU,Maurice,M.,REC,Rec.,Reconquête !
017,03,13,DIETZ,Pierre,M.,DVC,div. c.,divers centre
017,03,2,ARDOUIN,Jean-Philippe,M.,ENS,LRM-Ensemble,La République en marche
017,03,5,RAHMANI,Khamssa,Mme,DXG,LO,Lutte ouvrière
017,03,1,RICHÉ,Philippe,M.,DXG,souv.,divers souverainistes
017,03,4,COLLARD,Nathalie,Mme,RN,RN,Rassemblement national
017,04,4,DE ROFFIGNAC,Françoise,Mme,LR,LR,Les Républicains
017,04,10,MARS,Patrick,M.,DVC,div. c.,divers centre
017,04,5,MARKOWSKY,Pascal,M.,RN,RN,Rassemblement national
017,04,7,DESSELLES,Danièle,Mme,NUP,LFI-Nupes,La France insoumise
017,04,6,LOTH,Stéphane,M.,DVD,div.,divers inclassable
017,04,1,ROBIN,Jean,M.,REC,Rec.,Reconquête !
017,04,3,GERARD,Raphaël,M.,ENS,LRM-Ensemble,La République en marche
017,04,8,BARRAUD,Valérie,Mme,DXG,LO,Lutte ouvrière
017,04,9,CROCHET,Sébastien,M.,ECO,Anim.,Parti animaliste
017,04,11,LERAT,Cyril,M.,DSV,Pat.,Les Patriotes
017,04,2,CHASSAIN,Annie,Mme,DVG,FGR,Fédération de la gauche républicaine
017,05,3,QUENTIN,Didier,M.,LR,LR,Les Républicains
017,05,7,MARICHAL,Vincent,M.,ECO,Anim.,Parti animaliste
017,05,8,DEQUATRE,Romuald,M.,ECO,div.,divers inclassable
017,05,10,WERBROUCK,Séverine,Mme,RN,RN,Rassemblement national
017,05,9,PLASSARD,Christophe,M.,ENS,Hor.-Ensemble,Horizons
017,05,1,GROCH,Marie-Noëlle,Mme,RDG,PRG,Parti radical de gauche
017,05,5,COURTOIS,Florence,Mme,REC,Rec.,Reconquête !
017,05,6,CASSETTE,Danièle,Mme,DXG,LO,Lutte ouvrière
017,05,2,SOLA,Margarita,Mme,NUP,PS-Nupes,Parti socialiste
017,05,4,DATHY,Grégory,M.,DSV,DLF,Debout la France
018,01,3,DALLOIS,David,M.,LR,LR,Les Républicains
018,01,6,CORMIER BOULIGEON,François,M.,ENS,LRM-Ensemble,La République en marche
018,01,2,CHARPENTIER,Alex,M.,NUP,PS-Nupes,Parti socialiste
018,01,1,APRICENA,Julie,Mme,RN,RN,Rassemblement national
018,01,5,BÉRINGER,Karine,Mme,DSV,Pat.,Les Patriotes
018,01,4,CERVEAU,Sylvie,Mme,DXG,LO,Lutte ouvrière
018,01,7,BERNELLE,Adrien-Laurent,M.,REC,Rec.,Reconquête !
018,02,6,BAERT,Adrien,M.,LR,LR,Les Républicains
018,02,2,FLORENT,Monique,Mme,DSV,Pat.,Les Patriotes
018,02,5,DEBEUGNY,Emma,Mme,ECO,Anim.,Parti animaliste
018,02,3,PATTE-SUCHETET,Mathilde,Mme,REC,Rec.,Reconquête !
018,02,4,ROBIN,Régis,M.,DXG,LO,Lutte ouvrière
018,02,9,SANSU,Nicolas,M.,NUP,PCF-Nupes,Parti communiste français
018,02,7,ESSAYAN,Nadia,Mme,ENS,MoDem-Ensemble,Mouvement démocrate
018,02,8,MERLIN,Sophie,Mme,DIV,div.,divers inclassable
018,02,1,POLY,Christine,Mme,RN,RN,Rassemblement national
018,03,6,DE CHOULOT,Bénédicte,Mme,LR,LR,Les Républicains
018,03,7,TISSIER,Karine,Mme,ECO,Anim.,Parti animaliste
018,03,1,DE LA TOCNAYE,Thibaut,M.,RN,RN,Rassemblement national
018,03,2,DUMAY,Frédéric,M.,DSV,DLF,Debout la France
018,03,3,MARTEEL,Nathalie,Mme,REC,Rec.,Reconquête !
018,03,5,BELLET,Eric,M.,DXG,LO,Lutte ouvrière
018,03,8,KERVRAN,Loïc,M.,ENS,Hor.-Ensemble,Horizons
018,03,4,GARCIA-BOSCH-DE MORALES,Aliénor,Mme,NUP,LFI-Nupes,La France insoumise
019,01,7,DUBOIS,Francis,M.,LR,LR,Les Républicains
019,01,1,POUGET,Maitey,Mme,RN,RN,Rassemblement national
019,01,9,TAYSSE,Annick,Mme,DVG,PS dis.,dissident PS hors accord Nupes
019,01,10,OGUINENA,Gilles,M.,REC,Rec.,Reconquête !
019,01,8,DHERSIN,Patrick,M.,ECO,écol.,divers écologistes
019,01,6,DEVEAUD,Sandrine,Mme,NUP,LFI-Nupes,La France insoumise
019,01,2,COINAUD,Marie-Thérèse,Mme,DXG,LO,Lutte ouvrière
019,01,3,REBIERE,Amélie,Mme,DIV,MdR,Mouvement de la ruralité
019,01,4,JERRETIE,Christophe,M.,ENS,MoDem-Ensemble,Mouvement démocrate
019,01,5,AMIARD,Yannick,M.,DXG,POID,Parti ouvrier indépendant démocratique
019,02,5,MEUNIER,Frédérique,Mme,LR,LR,Les Républicains
019,02,6,ELOPHE,Valéry,M.,RN,RN,Rassemblement national
019,02,3,BONNIE,Olivier,M.,DVC,Hor. Dis.,dissident Horizons
019,02,1,QUILLOT,Lise,Mme,DVG,div. g.,Divers gauche
019,02,2,BROUSSE,Nicolas,M.,ENS,LRM-Ensemble,La République en marche
019,02,11,SICARD,Sylvie,Mme,DXG,LO,Lutte ouvrière
019,02,13,DOS SANTOS DE OLIVEIRA,Camille,Mme,REC,Rec.,Reconquête !
019,02,9,HERZHAFT,Chloé,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
019,02,4,DUMAS,Thierry,M.,DSV,Pat.,Les Patriotes
019,02,10,COJAN,Patrick,M.,ECO,div.,divers inclassable
019,02,12,SAUVINIAT,Céline,Mme,ECO,Anim.,Parti animaliste
019,02,7,LE BILLAN,Charles-Henri,M.,DVG,FGR,Fédération de la gauche républicaine
019,02,8,AYRAULT,Marie,Mme,DIV,MdR,Mouvement de la ruralité
021,01,9,DUGOURD,François-Xavier,M.,LR,LR,Les Républicains
021,01,10,AYACHE,Franck,M.,UDI,UDI,Union des démocrates et indépendants
021,01,1,MARTIN,Didier,M.,ENS,LRM-Ensemble,La République en marche
021,01,4,MOHAMED,Ambrine,Mme,REC,Rec.,Reconquête !
021,01,8,THÉVENIN,Julien,M.,DXG,LO,Lutte ouvrière
021,01,2,PEILLON,Antoine,M.,NUP,LFI-Nupes,La France insoumise
021,01,5,ZIVKOVIC,Sladana,Mme,DVG,PS dis.,dissident PS hors accord Nupes
021,01,3,JOURDIER,Grâce,Mme,RN,RN,Rassemblement national
021,01,6,TITRAOUI,Amar,M.,DVC,Hor. Dis.,dissident Horizons
021,01,7,GROS,Dominique,M.,DXG,POID,Parti ouvrier indépendant démocratique
021,01,11,BOURGUIGNON,Manon,Mme,DSV,Pat.,Les Patriotes
021,02,6,HUGUET,Adrien,M.,LR,LR,Les Républicains
021,02,3,GAILLARD,Franck,M.,REC,Rec.,Reconquête !
021,02,4,BORDAT,Benoît,M.,ENS,LRM-Ensemble,La République en marche
021,02,7,ROCHER,Claire,Mme,DXG,LO,Lutte ouvrière
021,02,5,HERVIEU,Catherine,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
021,02,8,SALINAS,Amélia,Mme,DSV,DLF,Debout la France
021,02,1,FORTIER,Mélanie,Mme,RN,RN,Rassemblement national
021,02,2,DAVID,Bruno,M.,DVD,LR dis.,dissident Les Républicains
021,03,6,GRANDET,Valérie,Mme,LR,LR,Les Républicains
021,03,9,COLLENNE,Julien,M.,DSV,souv.,divers souverainistes
021,03,5,LOUIS,Bruno,M.,ECO,écol.,divers écologistes
021,03,1,RICHARD,Xavier,M.,DVG,PS dis.,dissident PS hors accord Nupes
021,03,2,LACROIX-SAMPER,Solène,Mme,REC,Rec.,Reconquête !
021,03,3,FAUVET,Tarja,Mme,DVG,Pirate,Parti Pirate
021,03,4,MARC,Patricia,Mme,NUP,LFI-Nupes,La France insoumise
021,03,7,BENREDJEM,François,M.,ECO,Anim.,Parti animaliste
021,03,12,DELORME,Fabienne,Mme,DXG,LO,Lutte ouvrière
021,03,13,KHATTABI,Fadila,Mme,ENS,LRM-Ensemble,La République en marche
021,03,10,BOURGOIS,Dominique-Alexandre,M.,RN,RN,Rassemblement national
021,03,11,VAN MELCKEBEKE,Clément,M.,DVG,FGR,Fédération de la gauche républicaine
021,03,8,HAMIDI,Yasmina,Mme,DSV,DLF,Debout la France
021,04,7,BRIGAND,Hubert,M.,LR,LR,Les Républicains
021,04,1,PONELLE,Jean-Marc,M.,RN,RN,Rassemblement national
021,04,8,BEUDET,Julien,M.,DSV,Pat.,Les Patriotes
021,04,2,MOLINOZ,Patrick,M.,RDG,PRG,Parti radical de gauche
021,04,3,BOMMIER,Loup,M.,REC,Rec.,Reconquête !
021,04,5,DE COURSON,Yolaine,Mme,ENS,MoDem-Ensemble,Mouvement démocrate
021,04,6,MARCHAL,Isabelle,Mme,DXG,LO,Lutte ouvrière
021,04,10,PORTE,Laurence,Mme,DVD,Hor. Dis.,dissident Horizons
021,04,9,GUINOT,Stéphane,M.,NUP,LFI-Nupes,La France insoumise
021,04,4,GUILLET,Michel,M.,ECO,Anim.,Parti animaliste
021,05,7,FOUGÈRE,Charlotte,Mme,LR,LR,Les Républicains
021,05,3,ROBERT,Clélia,Mme,ECO,div. g.,Divers gauche
021,05,1,LIORET,René,M.,RN,RN,Rassemblement national
021,05,4,PETET,Françoise,Mme,DXG,LO,Lutte ouvrière
021,05,5,MOREAU,Hervé,M.,DVD,div. d.,divers droite
021,05,6,JORDAN,Denis,M.,REC,Rec.,Reconquête !
021,05,8,PARIS,Didier,M.,ENS,LRM-Ensemble,La République en marche
021,05,9,LAMBERT,Michel,M.,DXG,POID,Parti ouvrier indépendant démocratique
021,05,10,BOUVAREL,Jean-Claude,M.,DSV,DLF,Debout la France
021,05,2,DE ALMEIDA,Isabelle,Mme,NUP,PCF-Nupes,Parti communiste français
022,01,10,BRIEND,Stéphane,M.,DVD,div. d.,divers droite
022,01,5,SERGENTON,Nathalie,Mme,ECO,Anim.,Parti animaliste
022,01,2,LE FOL,Alain,M.,DXG,LO,Lutte ouvrière
022,01,4,RAOULT,Loïc,M.,DVG,PS dis.,dissident PS hors accord Nupes
022,01,13,MARTIN,Joannic,M.,REG,rég.,régionalistes
022,01,14,FALIGOT,Romain,M.,DVD,div. c.,divers centre
022,01,3,COSSON,Mickaël,M.,ENS,MoDem-Ensemble,Mouvement démocrate
022,01,6,LAMY,Yvan,M.,DSV,Pat.,Les Patriotes
022,01,9,GORGIARD,Marion,Mme,NUP,LFI-Nupes,La France insoumise
022,01,11,SIMELIERE,Thierry,M.,DVC,Hor. Dis.,dissident Horizons
022,01,12,BILLAUD,Françoise,Mme,RN,RN,Rassemblement national
022,01,7,THOMAS,Pierre-Yves,M.,REC,Rec.,Reconquête !
022,01,8,DARRAS,Fanny,Mme,REG,UDB-RPS,Union démocratique bretonne
022,01,1,POUILLART,Morgane,Mme,DXG,POID,Parti ouvrier indépendant démocratique
022,02,3,KIEFFER,Antoine,M.,RN,RN,Rassemblement national
022,02,6,DROUILLET,Raphaël,M.,ECO,Anim.,Parti animaliste
022,02,10,MONROCQ,Serge,M.,ECO,écol.,divers écologistes
022,02,1,BERVILLE,Hervé,M.,ENS,LRM-Ensemble,La République en marche
022,02,5,CROKAERT,Eugénie,Mme,REC,Rec.,Reconquête !
022,02,8,HERBLIN,Lucie,Mme,DXG,LO,Lutte ouvrière
022,02,4,SICRE,Jean-Luc,M.,DXG,POID,Parti ouvrier indépendant démocratique
022,02,7,MARIE,Héléna,Mme,REG,rég.,régionalistes
022,02,2,BONVOISIN,Franck,M.,DIV,div.,divers inclassable
022,02,12,RICARD,Bruno,M.,NUP,EELV-Nupes,Europe Ecologie-Les Verts
022,02,11,HUBERT,Sophie,Mme,DSV,DLF,Debout la France
022,02,9,DESBOIS,Michel,M.,DVD,LR dis.,dissident Les Républicains
022,03,7,LE FUR,Marc,M.,LR,LR,Les Républicains
022,03,1,DE MELLON,Odile,Mme,RN,RN,Rassemblement national
022,03,4,NIVET,Florence,Mme,ECO,Anim.,Parti animaliste
022,03,6,RAVARD,Antoine,M.,NUP,PS-Nupes,Parti socialiste
022,03,3,LEFEUVRE,Marie-Thérèse,Mme,DSV,DLF,Debout la France
022,03,2,ALLAIN,Olivier,M.,ENS,LRM-Ensemble,La République en marche
022,03,5,LECAT,Marie-Pierre,Mme,REC,Rec.,Reconquête !
022,03,8,TYLI,Bryan,M.,REG,rég.,régionalistes
022,03,9,LAMOUR,Jean-Pierre,M.,DXG,LO,Lutte ouvrière
022,04,5,PRIGENT,Jean-Paul,M.,LR,LR,Les Républicains
022,04,9,GUÉGUEN,Alain,M.,DVG,PS dis.,dissident PS hors accord Nupes
022,04,4,VINCELEUX,Edwige,Mme,REC,Rec.,Reconquête !
022,04,8,LUDE,Noël,M.,RN,RN,Rassemblement national
022,04,10,TOUZÉ,Nicolas,M.,ECO,Anim.,Parti animaliste
022,04,3,LIRONCOURT,Sylvie,Mme,DXG,LO,Lutte ouvrière
022,04,2,LEPVRAUD,Murielle,Mme,NUP,LFI-Nupes,La France insoumise
022,04,12,KERLOGOT,Yannick,M.,ENS,LRM-Ensemble,La République en marche
022,04,6,LE SCOUR,Françoise,Mme,REG,UDB-RPS,Union démocratique bretonne
022,04,7,ROLLAND,Myriam,Mme,REG,rég.,régionalistes
022,04,11,DRISSI,Moulay,M.,DIV,div.,divers inclassable
022,04,1,TOUDIC,Arnaud,M.,ECO,div. g.,Divers gauche
022,05,5,JEZEQUEL,Yves,M.,LR,LR,Les Républicains
022,05,14,BOTHOREL,Eric,M.,ENS,LRM-Ensemble,La République en marche
022,05,1,CASTEK,Sandrine,Mme,RN,RN,Rassemblement national
022,05,6,PIEPERS,Mael,M.,ECO,écol.,divers écologistes
022,05,7,GIOUX,Sylvie,Mme,ECO,écol.,divers écologistes
022,05,13,LECLERC,Erwann,M.,DSV,DLF,Debout la France
022,05,2,GUÉGUEN,Yann,M.,DXG,LO,Lutte ouvrière
022,05,3,LE MEAUX,Vincent,M.,DVG,PS dis.,dissident PS hors accord Nupes
022,05,8,TROADEC,Marie-Amélie,Mme,NUP,LFI-Nupes,La France insoumise
022,05,11,GERMAIN,Bernard,M.,REC,Rec.,Reconquête !
022,05,4,PODER,Eric,M.,REG,rég.,régionalistes
022,05,10,KERRAIN,Trefina,Mme,REG,UDB-RPS,Union démocratique bretonne
022,05,12,WEBER,Carine,Mme,DXG,POID,Parti ouvrier indépendant démocratique
022,05,9,VICET,Marielle,Mme,DIV,div.,divers inclassable
023,01,9,BILDE,Sylvie,Mme,RN,RN,Rassemblement national
023,01,11,DURENGUE,Elisabeth,Mme,DSV,Pat.,Les Patriotes
023,01,6,COUTURIER,Catherine,Mme,NUP,LFI-Nupes,La France insoumise
023,01,5,KENNEDY,Roubiali,Mme,DVG,div. g.,Divers gauche
023,01,7,MOREAU,Jean-Baptiste,M.,ENS,LRM-Ensemble,La République en marche
023,01,10,GIROIX,Grégory,M.,REC,Rec.,Reconquête !
023,01,2,JOSSET,Hélène,Mme,DSV,souv.,divers souverainistes
023,01,3,AUCLAIR,Jean,M.,DVD,div. d.,divers droite
023,01,8,DEFEMME,Catherine,Mme,DVD,div. d.,divers droite
023,01,1,MIRAN,Françoise,Mme,ECO,écol.,divers écologistes
023,01,4,DUMON,Catherine,Mme,DXG,LO,Lutte ouvrière
024,01,6,VADILLO,Floran,M.,DVG,PS dis.,dissident PS hors accord Nupes
024,01,12,MARTY,Elisabeth,Mme,LR,LR,Les Républicains
024,01,2,JEAN,Emmanuelle,Mme,ECO,Anim.,Parti animaliste
024,01,3,AMBROISE,Williams,M.,RN,RN,Rassemblement national
024,01,1,KHELFAOUI,Lise,Mme,DXG,LO,Lutte ouvrière
024,01,7,CHASSAING,Philippe,M.,ENS,LRM-Ensemble,La République en marche
024,01,10,LÉGER,Pascale,Mme,REC,Rec.,Reconquête !
024,01,11,REBOUL,Patrice,M.,RDG,PRG,Parti radical de gauche
024,01,5,CHRÉTIEN,Cécile,Mme,ECO,écol.,divers écologistes
024,01,8,MARTIN,Pascale,Mme,NUP,LFI-Nupes,La France insoumise
024,01,9,LEGLU,Isabelle,Mme,DVD,MdR,Mouvement de la ruralité
024,01,4,MELO,Pierre,M.,DIV,div.,divers inclassable
024,02,6,DELFOUR,Aurélien,M.,LR,LR,Les Républicains
024,02,9,BALLERAND,Nathalie,Mme,REC,Rec.,Reconquête !
024,02,5,ROUX,Michèle,Mme,NUP,LFI-Nupes,La France insoumise
024,02,2,DELPON,Michel,M.,ENS,LRM-Ensemble,La République en marche
024,02,4,CATHUS,Christophe,M.,DVG,PS dis.,dissident PS hors accord Nupes
024,02,1,ULIAN,Cédric,M.,ECO,Anim.,Parti animaliste
024,02,3,MULLER,Serge,M.,RN,RN,Rassemblement national
024,02,8,PRATS,Hervé,M.,DSV,ext. d.,divers extrême droite
024,02,7,LEGROS,Amandine,Mme,DVD,MdR,Mouvement de la ruralité
024,02,10,ALMOSNINO,Jonathan,M.,DXG,LO,Lutte ouvrière
024,03,4,THOMASSON,Myriam,Mme,LR,LR,Les Républicains
024,03,2,DECOUPY,Jacques,M.,DXG,LO,Lutte ouvrière
024,03,8,GARDILLOU,Guillaume,M.,DVC,LRM dis.,dissident La République en marche
024,03,9,LAVAL,Céline,Mme,ECO,Anim.,Parti animaliste
024,03,11,DESMARTIN,Laurence,Mme,DVD,MdR,Mouvement de la ruralité
024,03,10,CUBERTAFON,Jean-Pierre,M.,ENS,MoDem-Ensemble,Mouvement démocrate
024,03,1,JORAND,Adélaïde,Mme,DIV,div.,divers inclassable
024,03,5,PEYROUNY,Martial,M.,DVG,PS dis.,dissident PS hors accord Nupes
024,03,6,COUTOU,Antoine,M.,REC,Rec.,Reconquête !
024,03,7,JOUBERT,Florence,Mme,RN,RN,Rassemblement national
024,03,3,GIRARDEAU,Cyril,M.,NUP,LFI-Nupes,La France insoumise
024,04,11,FANIER,Basile,M.,LR,LR,Les Républicains
024,04,8,LE BERRE,Ludivine,Mme,RN,RN,Rassemblement national
024,04,4,TRAPY-JOINEL,Laurence,Mme,ECO,Anim.,Parti animaliste
024,04,3,ROUDIER,Stéphane,M.,REG,div. g.,Divers gauche
024,04,2,PEYTAVIE,Sébastien,M.,NUP,Gen.-Nupes,Génération.s
024,04,1,GARNIER,Eric,M.,DVG,div. g.,Divers gauche
024,04,5,YILDIRIM,Nécati,M.,DXG,LO,Lutte ouvrière
024,04,7,MALEYRE,Anne-Laure,Mme,REC,Rec.,Reconquête !
024,04,10,TEILLAC,Christian,M.,DVG,PS dis.,dissident PS hors accord Nupes
024,04,6,DUBOIS,Jacqueline,Mme,DVC,LRM dis.,dissident La République en marche
024,04,9,ROUYARD LIGNON,Frédérique,Mme,DSV,Pat.,Les Patriotes
025,01,11,VIENET,Michel,M.,LR,LR,Les Républicains
025,01,4,MALLOL,Candice,Mme,ECO,Anim.,Parti animaliste
025,01,5,PERNIN,Marielle,Mme,ECO,EAC,Ecologie au centre
025,01,6,CROIZIER,Laurent,M.,ENS,MoDem-Ensemble,Mouvement démocrate
025,01,7,GALPIN,Fabrice,M.,REC,Rec.,Reconquête !
025,01,8,VEZIES,Séverine,Mme,NUP,LFI-Nupes,La France insoumise
025,01,9,INEZARÈNE,Salima,Mme,RDG,PRG,Parti radical de gauche
025,01,10,FRIESS,Nicole,Mme,DXG,LO,Lutte ouvrière
025,01,12,KECK,Célia,Mme,REG,rég.-RPS,régionalistes
025,01,3,COURBARON,Doïna,Mme,DXG,POID,Parti ouvrier indépendant démocratique
025,01,2,TOURNIER,Pauline,Mme,DIV,Pirate,Parti Pirate
025,01,1,LUTZ,Thomas,M.,RN,RN,Rassemblement national
025,02,1,KAOULAL,Chafia,Mme,LR,LR,Les Républicains
025,02,2,RAVACLEY,Stéphane,M.,NUP,EELV-Nupes,Europe Ecologie-Les Verts
025,02,3,ALAUZET,Eric,M.,ENS,LRM-Ensemble,La République en marche
025,02,5,CARRAU,Barbara,Mme,REC,Rec.,Reconquête !
025,02,6,THOMASSIN,Geoffrey,M.,DIV,Pirate,Parti Pirate
025,02,8,VUITTON,Brigitte,Mme,DXG,LO,Lutte ouvrière
025,02,7,PRENEL,Jim,M.,DSV,Pat.,Les Patriotes
025,02,9,FUSIS,Eric,M.,RN,RN,Rassemblement national
025,02,4,MEYER,Claudine,Mme,REG,rég.-RPS,régionalistes
025,03,1,FROPPIER,Christophe,M.,LR,LR,Les Républicains
025,03,2,DAYET,Virgnie,Mme,NUP,PCF-Nupes,Parti communiste français
025,03,3,PACQUOT,Nicolas,M.,ENS,LRM-Ensemble,La République en marche
025,03,5,TAPONNOT,Romane,Mme,REC,Rec.,Reconquête !
025,03,7,PLAIN,Franck,M.,DXG,LO,Lutte ouvrière
025,03,4,NEDEY,Valère,M.,DVD,LR dis.,dissident Les Républicains
025,03,6,PASTOR,Christine,Mme,DVD,MdR,Mouvement de la ruralité
025,03,8,MAHÉ,Dominique,Mme,DSV,DLF,Debout la France
025,03,9,FRITSCH,Nathalie,Mme,RN,RN,Rassemblement national
025,04,7,BLOCH,Matthieu,M.,LR,LR,Les Républicains
025,04,1,BARBIER,Frédéric,M.,ENS,LRM-Ensemble,La République en marche
025,04,8,COTTIER,Brigitte,Mme,NUP,LFI-Nupes,La France insoumise
025,04,9,VOURRON,Philippe,M.,REC,Rec.,Reconquête !
025,04,6,CANARD,Elisabeth,Mme,DSV,DLF,Debout la France
025,04,10,SADIQ,Fatia,Mme,DIV,UDMF,Union des démocrates musulmans français
025,04,2,VOLA,Yves,M.,ECO,écol.,divers écologistes
025,04,4,TREPPO,Michel,M.,DXG,LO,Lutte ouvrière
025,04,3,GRANGIER,Géraldine,Mme,RN,RN,Rassemblement national
025,04,5,AJOUX,Jean-Marc,M.,DVC,div. c.,divers centre
025,05,1,GENEVARD,Annie,Mme,LR,LR,Les Républicains
025,05,6,LEBECQUE,Elena,Mme,REC,Rec.,Reconquête !
025,05,7,MORRISON,Sonya,Mme,DXG,LO,Lutte ouvrière
025,05,2,KADIJEVIC,Alexandra,Mme,DSV,Pat.,Les Patriotes
025,05,5,JURY,Mathilde,Mme,RN,RN,Rassemblement national
025,05,3,LUDI,Martine,Mme,NUP,LFI-Nupes,La France insoumise
025,05,4,ALPY,Philippe,M.,ENS,Hor.-Ensemble,Horizons
026,01,7,PUGEAT,Véronique,Mme,LR,LR,Les Républicains
026,01,1,CLAPOT,Mireille,Mme,ENS,LRM-Ensemble,La République en marche
026,01,4,CASARI,Bruno,M.,DVC,LRM dis.,dissident La République en marche
026,01,5,ROSE,Samantha,Mme,ECO,Anim.,Parti animaliste
026,01,9,BRÉBANT,Pierrick,M.,DSV,Pat.,Les Patriotes
026,01,11,TOSELLO-PACE,Philippe,M.,RN,RN,Rassemblement national
026,01,3,CHKERI,Karim,M.,NUP,LFI-Nupes,La France insoumise
026,01,2,VINCENT,Pascale,Mme,REC,Rec.,Reconquête !
026,01,8,KOPFF,Adèle,Mme,DXG,LO,Lutte ouvrière
026,01,10,BARJONET,Charles,M.,DIV,Pirate,Parti Pirate
026,01,12,PIGA,Tifanie,Mme,ECO,div. c.,divers centre
026,01,6,PEHLIVAN,Ozbay,M.,DVG,UDMF,Union des démocrates musulmans français
026,02,7,ARNAVON,Valérie,Mme,LR,LR,Les Républicains
026,02,6,REYNAUD,Gilles,M.,NUP,LFI-Nupes,La France insoumise
026,02,3,BATTESTI,Thomas,M.,REC,Rec.,Reconquête !
026,02,1,POLLET,Lisette,Mme,RN,RN,Rassemblement national
026,02,2,ALZAT-LALY,Arnaud,M.,DSV,DLF,Debout la France
026,02,4,DUBOIS,Rémi,M.,ECO,Anim.,Parti animaliste
026,02,8,AISSOU,Mohamed,M.,ECO,div.,divers inclassable
026,02,9,BOUZIANE,Salim,M.,DVC,LRM dis.,dissident La République en marche
026,02,5,MACLIN,Benoît,M.,ENS,LRM-Ensemble,La République en marche
026,02,10,RAT,Guy,M.,DXG,LO,Lutte ouvrière
026,03,2,BERARD,Paul,M.,LR,LR,Les Républicains
026,03,9,POCHON,Marie,Mme,NUP,EELV-Nupes,Europe Ecologie-Les Verts
026,03,6,RAYNAL,Virginie,Mme,REC,Rec.,Reconquête !
026,03,7,CHAMPMARTIN,Charly,M.,DXG,LO,Lutte ouvrière
026,03,8,DOS REIS,Philippe,M.,RN,RN,Rassemblement national
026,03,1,DE LAVERGNE,Célia,Mme,ENS,LRM-Ensemble,La République en marche
026,03,3,MAURICE,Alain,M.,DVG,div. g.,Divers gauche
026,03,5,MARTIN,Sylvie,Mme,DSV,Pat.,Les Patriotes
026,03,4,BLANCHARD,Elise,Mme,DVG,PCF dis.,dissident PCF hors accord Nupes
026,04,4,ANTHOINE,Emmanuelle,Mme,LR,LR,Les Républicains
026,04,9,JOUVET,Pierre,M.,NUP,PS-Nupes,Parti socialiste
026,04,5,BERNARD,Monique,Mme,DXG,LO,Lutte ouvrière
026,04,7,VERNY,Geneviève,Mme,REC,Rec.,Reconquête !
026,04,1,JULIEN,Gérard,M.,DSV,div.,divers inclassable
026,04,3,NICOLAS,Nadine,Mme,DSV,DLF,Debout la France
026,04,8,STIN,Véronique,Mme,RN,RN,Rassemblement national
026,04,2,GAFA,Olivier,M.,ENS,MoDem-Ensemble,Mouvement démocrate
026,04,6,TANRIVERDI,Aydin,M.,DVG,UDMF,Union des démocrates musulmans français
027,01,9,ALORY,Christophe,M.,LR,LR,Les Républicains
027,01,10,GIPSON,Séverine,Mme,ENS,LRM-Ensemble,La République en marche
027,01,3,MONNIER,Fabrice,M.,DSV,DLF,Debout la France
027,01,5,HÉLAYEL,Catherine,Mme,ECO,Anim.,Parti animaliste
027,01,8,ALLO,Véronique,Mme,ECO,écol.,divers écologistes
027,01,1,DUCAMP,Anne,Mme,DXG,LO,Lutte ouvrière
027,01,6,POIRSON,Valérie,Mme,REC,Rec.,Reconquête !
027,01,7,MANSOURET,Anne,Mme,DVG,div. g.,Divers gauche
027,01,2,LOIR,Christine,Mme,RN,RN,Rassemblement national
027,01,4,MIGUET,Nicolas,M.,DXD,ext. d.,divers extrême droite
027,01,11,ANCELIN,Christophe,M.,NUP,LFI-Nupes,La France insoumise
027,02,8,MARAGLIANO,Francine,Mme,LR,LR,Les Républicains
027,02,2,SAMSON,Nathalie,Mme,NUP,LFI-Nupes,La France insoumise
027,02,6,FAUVEAU,Françoise,Mme,DSV,Pat.,Les Patriotes
027,02,3,PEYRAUD,Mélanie,Mme,DXG,LO,Lutte ouvrière
027,02,5,GOUTTEFARDE,Fabien,M.,ENS,LRM-Ensemble,La République en marche
027,02,7,CRIQUET,Laurent,M.,DXG,POID,Parti ouvrier indépendant démocratique
027,02,1,LEVAVASSEUR,Katiana,Mme,RN,RN,Rassemblement national
027,02,9,CAMOIN,Emmanuel,M.,REC,Rec.,Reconquête !
027,02,11,BERTOIS,Sylvain,M.,DVD,MdR,Mouvement de la ruralité
027,02,4,FOUQUES,Martine,Mme,ECO,écol.,divers écologistes
027,02,10,DARROUSSAT,Thomas,M.,ECO,Anim.,Parti animaliste
027,03,8,HUARD,Marie-Noëlle,Mme,DXG,LO,Lutte ouvrière
027,03,3,COSTEY,Christophe,M.,DVD,MdR,Mouvement de la ruralité
027,03,4,ELEXHAUSER,Thomas,M.,DVD,LCen.,Les Centristes
027,03,9,MAUVIEUX,Kévin,M.,RN,RN,Rassemblement national
027,03,6,LE PÊCHEUR,Dorine,Mme,NUP,LFI-Nupes,La France insoumise
